,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
1922,2018,543764.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
1923,2019,549936.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
1924,2020,555988.0,SP.POP.TOTL,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
1925,2016,15766290.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1926,2017,16009413.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1927,2018,16249795.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1928,2019,16486542.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1929,2020,16718971.0,SP.POP.TOTL,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
1930,2016,23926549.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1931,2017,24566070.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1932,2018,25216261.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1933,2019,25876387.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1934,2020,26545864.0,SP.POP.TOTL,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
1935,2016,36109487.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
1936,2017,36545295.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
1937,2018,37065178.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
1938,2019,37593384.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
1939,2020,38005238.0,SP.POP.TOTL,CAN,Canada,North America,High income,Not classified
1940,2016,62564.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1941,2017,63382.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1942,2018,64172.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1943,2019,64948.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1944,2020,65720.0,SP.POP.TOTL,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
1945,2016,4537683.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1946,2017,4596023.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1947,2018,4666375.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1948,2019,4745179.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1949,2020,4829764.0,SP.POP.TOTL,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
1950,2016,14561658.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1951,2017,15016761.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1952,2018,15477727.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1953,2019,15946882.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1954,2020,16425859.0,SP.POP.TOTL,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
1955,2016,166922.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1956,2017,168666.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1957,2018,170496.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1958,2019,172264.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1959,2020,173859.0,SP.POP.TOTL,CHI,Channel Islands,Europe & Central Asia,High income,Not classified
1960,2016,18209072.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1961,2017,18470435.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1962,2018,18729166.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1963,2019,18952035.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1964,2020,19116209.0,SP.POP.TOTL,CHL,Chile,Latin America & Caribbean ,High income,IBRD
1965,2016,1387790000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1966,2017,1396215000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1967,2018,1402760000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1968,2019,1407745000.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1969,2020,1410929362.0,SP.POP.TOTL,CHN,China,East Asia & Pacific,Upper middle income,IBRD
1970,2016,48175048.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1971,2017,48909844.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1972,2018,49661056.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1973,2019,50339443.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1974,2020,50882884.0,SP.POP.TOTL,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
1975,2016,795597.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1976,2017,813890.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1977,2018,832322.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1978,2019,850891.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1979,2020,869595.0,SP.POP.TOTL,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
1980,2016,78789130.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1981,2017,81398765.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1982,2018,84068092.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1983,2019,86790568.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1984,2020,89561404.0,SP.POP.TOTL,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
1985,2016,4980996.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1986,2017,5110701.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1987,2018,5244363.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1988,2019,5380504.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1989,2020,5518092.0,SP.POP.TOTL,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
1990,2016,4899336.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1991,2017,4949955.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1992,2018,4999443.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1993,2019,5047561.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1994,2020,5094114.0,SP.POP.TOTL,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
1995,2016,23822726.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1996,2017,24437475.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1997,2018,25069226.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1998,2019,25716554.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
1999,2020,26378275.0,SP.POP.TOTL,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
2000,2016,4174349.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2001,2017,4124531.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2002,2018,4087843.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2003,2019,4065253.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2004,2020,4047200.0,SP.POP.TOTL,HRV,Croatia,Europe & Central Asia,High income,IBRD
2005,2016,11335108.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2006,2017,11339255.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2007,2018,11338146.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2008,2019,11333484.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2009,2020,11326616.0,SP.POP.TOTL,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
2010,2016,159664.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2011,2017,160175.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2012,2018,159336.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2013,2019,157441.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2014,2020,155014.0,SP.POP.TOTL,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
2015,2016,1170189.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2016,2017,1179685.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2017,2018,1189262.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2018,2019,1198574.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2019,2020,1207361.0,SP.POP.TOTL,CYP,Cyprus,Europe & Central Asia,High income,Not classified
2020,2016,10566332.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2021,2017,10594438.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2022,2018,10629928.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2023,2019,10671870.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2024,2020,10698896.0,SP.POP.TOTL,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
2025,2016,5728010.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2026,2017,5764980.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2027,2018,5793636.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2028,2019,5814422.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2029,2020,5831404.0,SP.POP.TOTL,DNK,Denmark,Europe & Central Asia,High income,Not classified
2030,2016,929117.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2031,2017,944100.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2032,2018,958923.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2033,2019,973557.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2034,2020,988002.0,SP.POP.TOTL,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
2035,2016,71307.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2036,2017,71460.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2037,2018,71626.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2038,2019,71808.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2039,2020,71991.0,SP.POP.TOTL,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
2040,2016,10397738.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2041,2017,10513111.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2042,2018,10627147.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2043,2019,10738957.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2044,2020,10847904.0,SP.POP.TOTL,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
2045,2016,16491116.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2046,2017,16785356.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2047,2018,17084359.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2048,2019,17373657.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2049,2020,17643060.0,SP.POP.TOTL,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
2050,2016,94447071.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2051,2017,96442590.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2052,2018,98423602.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2053,2019,100388076.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2054,2020,102334403.0,SP.POP.TOTL,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
2055,2016,6356137.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2056,2017,6388124.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2057,2018,6420740.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2058,2019,6453550.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2059,2020,6486201.0,SP.POP.TOTL,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
2060,2016,1215181.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2061,2017,1262008.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2062,2018,1308966.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2063,2019,1355982.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2064,2020,1402985.0,SP.POP.TOTL,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
2065,2016,1315790.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2066,2017,1317384.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2067,2018,1321977.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2068,2019,1326898.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2069,2020,1331057.0,SP.POP.TOTL,EST,Estonia,Europe & Central Asia,High income,Not classified
2070,2016,1113994.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2071,2017,1124808.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2072,2018,1136274.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2073,2019,1148133.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2074,2020,1160164.0,SP.POP.TOTL,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
2075,2016,103603461.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2076,2017,106399926.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2077,2018,109224410.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2078,2019,112078727.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2079,2020,114963583.0,SP.POP.TOTL,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
2080,2016,48173.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2081,2017,48326.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2082,2018,48497.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2083,2019,48677.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2084,2020,48865.0,SP.POP.TOTL,FRO,Faroe Islands,Europe & Central Asia,High income,Not classified
2085,2016,872406.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2086,2017,877460.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2087,2018,883490.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2088,2019,889955.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2089,2020,896444.0,SP.POP.TOTL,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
2090,2016,5495303.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2091,2017,5508214.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2092,2018,5515525.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2093,2019,5521606.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2094,2020,5530719.0,SP.POP.TOTL,FIN,Finland,Europe & Central Asia,High income,Not classified
2095,2016,66724104.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2096,2017,66918020.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2097,2018,67101930.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2098,2019,67248926.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2099,2020,67391582.0,SP.POP.TOTL,FRA,France,Europe & Central Asia,High income,Not classified
2100,2016,274576.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2101,2017,276108.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2102,2018,277673.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2103,2019,279285.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2104,2020,280904.0,SP.POP.TOTL,PYF,French Polynesia,East Asia & Pacific,High income,Not classified
2105,2016,2007882.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2106,2017,2064812.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2107,2018,2119275.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2108,2019,2172578.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2109,2020,2225728.0,SP.POP.TOTL,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
2110,2016,2149134.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2111,2017,2213900.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2112,2018,2280092.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2113,2019,2347696.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2114,2020,2416664.0,SP.POP.TOTL,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
2115,2016,3727505.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2116,2017,3728004.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2117,2018,3726549.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2118,2019,3720161.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2119,2020,3714000.0,SP.POP.TOTL,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
2120,2016,82348669.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2121,2017,82657002.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2122,2018,82905782.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2123,2019,83092962.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2124,2020,83240525.0,SP.POP.TOTL,DEU,Germany,Europe & Central Asia,High income,Not classified
2125,2016,28481947.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2126,2017,29121464.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2127,2018,29767108.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2128,2019,30417858.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2129,2020,31072945.0,SP.POP.TOTL,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
2130,2016,33738.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2131,2017,33723.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2132,2018,33715.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2133,2019,33706.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2134,2020,33691.0,SP.POP.TOTL,GIB,Gibraltar,Europe & Central Asia,High income,Not classified
2135,2016,10775971.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2136,2017,10754679.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2137,2018,10732882.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2138,2019,10721582.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2139,2020,10715549.0,SP.POP.TOTL,GRC,Greece,Europe & Central Asia,High income,Not classified
2140,2016,56186.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2141,2017,56172.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2142,2018,56023.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2143,2019,56225.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2144,2020,56367.0,SP.POP.TOTL,GRL,Greenland,Europe & Central Asia,High income,Not classified
2145,2016,110263.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2146,2017,110874.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2147,2018,111449.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2148,2019,112002.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2149,2020,112519.0,SP.POP.TOTL,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
2150,2016,162948.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2151,2017,164281.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2152,2018,165770.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2153,2019,167295.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2154,2020,168783.0,SP.POP.TOTL,GUM,Guam,East Asia & Pacific,High income,Not classified
2155,2016,15827690.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2156,2017,16087418.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2157,2018,16346950.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2158,2019,16604026.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2159,2020,16858333.0,SP.POP.TOTL,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
2160,2016,11738434.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2161,2017,12067516.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2162,2018,12414292.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2163,2019,12771246.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2164,2020,13132792.0,SP.POP.TOTL,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
2165,2016,1782434.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2166,2017,1828146.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2167,2018,1874304.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2168,2019,1920917.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2169,2020,1967998.0,SP.POP.TOTL,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
2170,2016,771363.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2171,2017,775218.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2172,2018,779007.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2173,2019,782775.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2174,2020,786559.0,SP.POP.TOTL,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
2175,2016,10839976.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2176,2017,10982367.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2177,2018,11123183.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2178,2019,11263079.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
2179,2020,11402533.0,SP.POP.TOTL,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
